date,hr,temp,sleep_hrs,stress_score,steps,study_hrs,attendance_pct,academic_risk
2024-06-18,74.2177678488744,36.4344397449811,8.071343631795013,2,7189,5.321876522200398,91.06474908722397,0
2024-06-19,75.60581262898181,37.4096940381934,5.98064293465478,9,5284,5.7010504726426765,94.41584079137495,0
2024-06-20,85.75434625773275,37.213357410900144,8.114626394659672,3,5425,1.0057457267330867,87.5687167531431,0
2024-06-21,80.57277232782285,36.80132965337855,6.967077428808822,7,5719,4.118656885981347,74.10505090052087,0
2024-06-22,69.2696949347357,36.926101132696864,6.301064995285638,2,11273,5.268053330397532,68.11876463154769,0
2024-06-23,77.80483631160658,36.80293704940182,7.003766330404733,3,12214,5.164619296463673,90.69725227426547,0
2024-06-24,71.50937082035328,36.879936009712985,7.727660967186449,9,11518,3.3656623625772,100.0,1
2024-06-25,57.79386905187215,35.96642026378002,7.554695058445492,1,9819,2.612973203535237,83.08397035045405,0
2024-06-26,77.28620510715548,37.22125694802647,3.5929035787202843,3,3909,2.7831730264436447,86.98594239543976,1
2024-06-27,78.682614864978,36.66602262618634,5.9577314306654285,8,6617,4.463932942604201,79.55013485688416,0
2024-06-28,74.75688481963059,37.58855767520542,8.228101666216189,2,12788,3.528064374617074,83.82525688443056,0
2024-06-29,91.62857586256034,37.31967355127703,4.9412897189916345,4,6810,1.6761554791604634,100.0,0
2024-06-30,82.53268385523434,37.0083675426224,5.829032370863303,1,11084,0.7714912818911168,89.45167866500742,0
2024-07-01,71.3644647968165,36.49691544699507,5.555350014678797,2,5756,4.5179336296967,80.00045320908728,0
2024-07-02,73.55866447016055,36.408609094436294,7.083516823982577,9,10174,2.009328430170847,58.73997077167538,1
2024-07-03,68.79958708922284,36.3465776568262,8.531711759337473,4,14783,1.3754562351920345,100.0,0
2024-07-04,84.62062830440583,36.3863182357161,7.470636550452773,2,3427,9.044417943375384,96.56831724086204,0
2024-07-05,90.7368948115085,36.85785397106735,7.466433686337798,5,7482,6.349709059133533,72.49393201949673,0
2024-07-06,75.45283701554148,37.112955401340535,8.052828872520319,6,2509,1.9535091532927746,89.15158360170737,0
2024-07-07,73.84728014488759,35.63054405275176,8.514759178271591,6,9179,1.6491319261909287,89.62722287786045,0
2024-07-08,70.30895593891732,36.51601825280176,4.215457473491455,6,10507,2.4572815464057487,93.71988173448086,1
2024-07-09,67.94618491540835,36.89031875020033,6.888362511888344,4,2637,1.268178678393409,72.409093677765,0
2024-07-10,68.39707074896212,36.316503777002055,5.727445232535549,2,10058,5.500998791969716,86.28303061782948,0
2024-07-11,63.91221600864131,36.74922108845583,7.727472349245223,7,8251,5.887856644624136,99.60308895182261,0
2024-07-12,59.271873473604145,36.990883274851974,7.70052028005369,5,5150,4.592334966249635,99.91879234893537,0
2024-07-13,75.33729411141462,37.3479086426953,8.664545244139616,4,4922,3.4753755570952687,85.1621315965401,0
2024-07-14,50.99247871853872,36.91478466444855,4.1473610746533485,4,6030,2.6935860139966326,81.03164087306875,0
2024-07-15,64.98704959635769,36.843092607006305,7.447800597145207,6,8856,3.3932174540789024,87.32070973233348,0
2024-07-16,87.75552567367474,37.058286355924096,4.412064647425471,9,14731,1.4141996635964436,82.00605373483006,1
2024-07-17,72.81427431584886,36.63273348523148,8.629405254410692,6,8199,2.091499619343161,71.64203699839156,0
2024-07-18,69.52774804356547,36.93838697059155,5.78102322274192,6,12806,1.97517464339307,95.57521266184524,0
2024-07-19,65.18246132639733,36.67944579320375,8.723388309928405,5,12117,0.0,87.19174648180693,0
2024-07-20,68.31974126201638,36.3807607036586,4.696127510412229,9,11051,3.4756822275412884,90.61297305799121,1
2024-07-21,81.48476617583032,37.16171348147979,6.640268947891561,4,6906,4.681556541744332,99.00986224974447,0
2024-07-22,84.12390242736095,37.177281445731055,10.633374138374734,4,8309,3.079707798717511,83.04859770018285,0
2024-07-23,74.12642407553454,36.903272073398696,6.1014565695582395,9,14040,5.145829918064354,89.30082686797294,0
2024-07-24,58.61767279117147,36.683032594305494,3.901120904084255,6,8162,2.3523227011229437,87.95295297804053,1
2024-07-25,84.47712801658817,37.24535627289917,7.656360556383191,5,8639,2.290599205101011,60.827741871738866,0
2024-07-26,65.02341604081853,36.597586365102096,6.184721369912491,9,8688,0.18560904619908802,63.166931153081826,1
2024-07-27,78.8245449185121,37.18817712132352,7.11050817697474,7,8342,0.360368419010459,70.22007444813683,0
2024-07-28,77.46149242827589,36.83373405921773,10.08721370060122,8,11408,0.21791083114901388,90.72519881754796,1
2024-07-29,74.83377861570423,36.145973043726684,4.719213586579622,4,14788,2.199883938059936,96.14650762955516,1
2024-07-30,70.50304339971937,37.48655634016376,9.171788195084027,4,14076,1.3253783729587854,78.09007409300305,0
2024-07-31,76.897540779642,36.46484208722843,8.104579111190994,3,6917,1.6049762290589031,100.0,0
2024-08-01,77.26975198019838,36.25498120509385,6.965663816430928,6,8665,6.099931438220194,80.47912021433338,0
2024-08-02,73.4425253619291,36.99529920858502,5.860282143068238,2,13378,5.384695481142134,69.76199148984651,0
2024-08-03,72.53611055656792,36.30925909748669,5.813449130631125,4,2375,5.672970337114272,88.67287564126885,0
2024-08-04,69.21829742099432,36.85265735205002,7.384473758805207,7,10705,0.0,100.0,1
2024-08-05,68.2467519282582,36.72159825640275,4.74272387593204,6,14287,0.0,78.75131755257435,1
2024-08-06,68.82479902409472,37.18726943040206,8.640311719911484,4,11253,0.3331899962398781,88.83677472840522,0
2024-08-07,76.58633372937716,36.559669860826126,3.9839936921153116,9,7042,0.2102821463715716,86.47601522841114,1
2024-08-08,67.39465760828949,36.72233947610344,6.815974582036867,7,8184,1.9971155536809466,86.57891718082874,1
2024-08-09,70.66728821754843,36.34118889144492,8.550947796341044,5,13755,0.1775396462373946,97.19505291346418,0
2024-08-10,81.24050603344303,37.299986484338966,6.364392788935558,9,13336,4.337461461165604,84.37900710433054,0
2024-08-11,71.07437005159863,36.730545591020196,7.755867704020382,6,7154,5.428871301787439,84.41653849883738,0
2024-08-12,74.96311028901944,36.550541453486886,4.756299605139891,8,3842,5.741096900556455,81.4314480302995,0
2024-08-13,60.39591636752868,36.173877429181694,8.356936554902882,3,4269,3.4106429714179862,86.65534294888643,0
2024-08-14,71.26511717043628,36.867426205987066,8.121685680204246,6,7831,4.478528261022826,84.24237753788684,0
2024-08-15,64.50376879917279,36.690253195380414,4.237653707241796,6,3739,3.363792360223445,91.80590513915175,0
2024-08-16,83.7561594595799,36.38586818037534,6.802127545664247,4,14649,4.04099059041086,85.91029177806492,0
2024-08-17,64.49150669065762,36.85520682701404,7.639976616630822,8,9907,3.090770944586649,79.24916382999436,0
2024-08-18,63.524367738454316,36.68768459239472,6.033923652105095,9,6982,5.993005815317956,89.29228788795842,1
2024-08-19,74.44143377241937,36.296304829625555,6.967234012810228,9,3843,0.0,92.5721427152149,1
2024-08-20,76.12425857542684,37.16940436228733,5.987866428837737,6,11439,2.88387842890127,86.81858229683507,0
2024-08-21,79.3908399120984,36.374465576650444,7.059911203513525,8,10940,4.455638185755543,92.20583290584007,0
2024-08-22,89.89965345436669,37.217900380660375,6.162384250844676,7,2253,3.4676056560011914,80.96043153733233,0
2024-08-23,68.65929491213271,36.86531552820359,8.056845605644192,4,7774,2.307458226952453,88.92296775287136,0
2024-08-24,82.71464445627286,36.76579701315562,6.281812501793729,8,9278,0.0,91.61090745354122,1
2024-08-25,74.35572623656417,37.07292927838269,5.557898499391287,9,6010,7.555009367604707,81.32834121618929,0
2024-08-26,62.598958953171184,36.246366432060675,5.9140897350945965,7,8964,3.9556730423727675,84.21704969496017,0
2024-08-27,94.03334254157315,36.522576049026966,7.398923448290394,5,11686,2.914666491100608,79.03959413112644,0
2024-08-28,75.7958194331139,36.70941735371925,5.294758806398997,1,14042,0.8637258594942185,64.73488662355624,0
2024-08-29,68.66318152521643,37.37990776577013,8.050945177237754,4,14610,0.0,87.24146922941014,1
2024-08-30,63.56137774176816,36.78459437139773,9.593004591555683,4,13347,3.7135946923746754,85.58661613193361,0
2024-08-31,74.99454091421671,36.90961333758363,8.893613123840161,3,5370,4.190178759808836,95.53783158122654,0
2024-09-01,91.03564586321212,36.760964237183245,7.935735243200954,9,11574,1.523660427337122,88.27634259331263,1
2024-09-02,81.05014734082748,36.731903663549915,7.4658165394854406,3,12059,2.1414373794978534,70.8070062968454,0
2024-09-03,76.16245810841166,37.1583790862802,7.542994442365388,2,11808,1.9854439577444445,61.55155284360794,0
2024-09-04,91.21222382625115,36.89309821525837,4.975595545587877,6,12758,0.5225314932831924,93.24283293770225,0
2024-09-05,77.41083875040276,37.24384714910484,4.7916022967564835,1,2876,0.6012835433549122,98.09126964591756,0
2024-09-06,66.70862236545545,36.75598546434329,3.965608868090054,4,9445,2.848520852786885,82.96344615915442,0
2024-09-07,67.6427312742912,36.71414787707102,5.9304829554978555,5,4666,3.6570887231310287,79.37345143883773,0
2024-09-08,74.65553652094633,36.588150534733664,6.765541388586686,1,10560,3.6122483988230787,94.59037637694239,0
2024-09-09,50.0,36.902206838981485,7.670637110231527,1,4986,2.854835421274822,77.8270479064411,0
2024-09-10,79.02030109885877,37.20227647964653,8.023223500041334,8,3804,0.7143102754300581,73.82611233492726,1
2024-09-11,83.49564024040912,36.60034337820333,7.74708810096042,8,10664,0.916053936436064,94.9982417854491,0
2024-09-12,70.4662070398861,36.61792661972272,6.249622584367646,6,13777,7.996370659273623,100.0,0
2024-09-13,82.25127896483593,37.05063109949287,6.75704839511079,6,8885,3.1470677415270747,82.63126956076155,0
2024-09-14,67.38448066417702,37.44039988278809,7.777965123482336,7,7342,1.404572908134329,100.0,1
2024-09-15,66.38157717779747,36.69332764261008,8.31474806252809,3,4658,1.4781558032965214,87.02322951215717,0
2024-09-16,61.15065988160324,37.0930311417813,7.377047206862256,7,6218,5.77434750065739,81.02391095189034,0
2024-09-17,72.13502815271836,36.59642875903553,8.667147616202392,2,7331,0.0,91.7412000965509,0
2024-09-18,80.50297394528874,36.6375571589522,7.630722758910475,9,11351,4.4566474355990735,89.90733063952403,0
2024-09-19,70.75808116893795,36.84033056508214,6.05295089449145,2,11937,4.10596165513758,80.95511749208801,0
2024-09-20,75.62277665446081,36.261475082687355,9.67991420208869,2,8739,1.9626070865853877,87.60189982830161,0
2024-09-21,69.8761659819402,36.50771306744416,7.88033712908957,7,13721,1.8682808001978968,58.857690870377176,0
2024-09-22,73.16343565101663,36.70900388127705,7.774100535046898,3,10436,2.452307846594426,93.90358102876418,0
2024-09-23,76.81412937276959,36.7671000614893,6.790463673463165,8,4671,5.562751584057757,88.43200570239432,1
2024-09-24,70.43731742616643,36.72024988528574,6.781098665525754,6,13324,6.468267330467091,95.1479175327425,0
2024-09-25,56.70904850790209,36.958794571510126,3.6853662006042534,3,5121,4.2906998057652235,99.77892194884326,0
2024-09-26,73.72373135983689,37.084753557610284,8.67546373834137,2,13568,6.591846329462943,100.0,0
2024-09-27,94.5845827391718,37.368700927859194,4.944336823585723,2,4374,3.023806685634057,80.97870138758297,0
2024-09-28,75.88903420667828,36.99261615432354,7.022812594809123,8,10890,3.4666042977292317,72.34690832930723,0
2024-09-29,77.42296667535291,36.71921760657978,7.634038554692298,6,3430,0.0,99.15569457536368,1
2024-09-30,80.6281442150504,36.82513872127177,7.225943781102038,2,13558,4.638679362158371,100.0,1
2024-10-01,76.14265911074305,36.76991093710998,7.415450431828581,4,10368,2.1915509320065727,72.80950329261654,0
2024-10-02,87.56744123803561,36.46551797044949,4.9555919269494,3,10411,1.40244953721482,86.58443002340425,0
2024-10-03,72.18321509651425,36.747840164763815,6.120583151439598,3,6339,3.09683262017073,92.94975414052747,0
2024-10-04,82.26994347057195,36.83781677356523,6.284557869033352,1,7388,4.342621423473426,85.08048943353887,0
2024-10-05,80.56717806644285,36.42148863903712,9.95962914440918,7,3393,5.585920284443242,90.29725331031847,0
2024-10-06,59.19797742830943,36.694158254359714,8.78542446595574,5,11871,4.58844580249963,75.98403569546814,0
2024-10-07,74.24110171160739,37.32715242245623,7.3459373021257575,6,14980,6.51698953361235,93.9771158041014,0
2024-10-08,73.18277382905981,37.01290980232926,5.056820220534115,5,8476,1.6282355440810772,93.62608345308574,1
2024-10-09,87.20150934555694,37.346930467284935,4.1949316345456875,4,7854,0.6887766754280022,87.55821255554643,1
2024-10-10,65.71905628226311,37.001641416562755,8.016362840913231,4,8947,1.687056877493153,87.68346847928429,0
2024-10-11,67.29389891730548,37.55622259209095,7.260782338052491,1,7626,1.6699362709085097,91.0694083227067,0
2024-10-12,82.35145692423325,37.40554597428261,8.32453901514957,7,10239,0.0,91.94210834518965,1
2024-10-13,82.94429074595232,36.70276442268506,5.042366964056205,2,14421,1.1571351763310846,88.89103568613716,0
2024-10-14,74.18197256824187,37.37171413053392,7.147133149073312,3,10535,0.0,98.2992860318885,1
2024-10-15,68.79511545705591,35.86771428717861,5.717744739429476,7,8658,0.836780888393089,83.38865611520156,1
2024-10-16,53.03785346781365,36.7995534530878,7.15043686628754,1,5113,2.2070795070315556,76.64434384682663,0
2024-10-17,59.41714204547018,36.89978776409935,8.339376846699027,2,2287,6.740609976690395,98.40631962326378,0
2024-10-18,98.34814515181344,37.422909043654215,5.930245761489824,7,4089,5.854145602096408,97.16628061547524,0
2024-10-19,87.35293531759667,36.93606507061904,6.7648125118337195,9,8411,2.2810325129927778,77.54685087827258,1
2024-10-20,86.85911612226101,36.457535874577374,6.3661336111237805,3,4796,3.5350334502342857,98.70772064424075,0
2024-10-21,79.32394462009621,36.87452237809782,7.984806075383746,8,4351,0.0,78.93346854566431,1
2024-10-22,74.05234722839411,37.03356791822033,4.386390414668375,3,3093,2.8566175977162898,73.10396039469609,0
2024-10-23,92.80961976872557,37.025545612840126,6.2531384480236625,5,4688,7.461965061335881,86.13648070046756,0
2024-10-24,51.91444689219661,36.82715972292329,6.832570849144682,6,11355,4.191001865494522,73.6031923276756,0
2024-10-25,50.0,36.71469886928609,7.192806815886047,4,14619,3.183550669991603,95.88430961912933,0
2024-10-26,77.0878111033062,36.926869139857,4.182231767375669,2,2980,5.85651269534689,83.44608118341452,0
2024-10-27,75.52523826377009,36.14868160648909,7.7935531718887905,8,6871,0.2365396327011542,89.6504300495907,1
2024-10-28,78.8762148772793,35.8488914425802,4.73188791922947,8,14992,4.520551658896662,88.95775742661465,0
2024-10-29,80.2613560400498,36.917273086554005,7.713986740551738,8,5021,0.0,80.05666228961312,1
2024-10-30,88.59360875141519,36.994723025016064,7.211861395131261,3,4030,3.048366525863699,93.49776697936393,0
2024-10-31,80.75786734273444,38.01462773030911,3.522737949648886,4,13341,4.797367581836433,90.45615839791414,1
2024-11-01,82.50038177664113,36.810035054182045,8.232938329672244,6,3338,3.291418099290218,77.09268104295744,0
2024-11-02,56.734915402198105,36.71316315561813,7.322921902151109,4,2349,1.3383576951886293,86.3938975725274,0
